RecordID,RowID,Seed,TechnicalBaselinePrediction_C,ConditionalFullPipelinePrediction_C,OfficialOOFPrediction_C,ReconstructedPrediction_C,AdditivityDifference_C,ReplayAnchorCorrection_C
MEAS_R000041,41,20260811,38.1271762245015,38.27072096624463,38.27072096624463,38.270720966244596,-3.552713678800501e-14,0.0151581358656259
MEAS_R000042,42,20260607,38.1771780054065,38.280337880858205,38.280337880858205,38.2803378808582,-7.105427357601002e-15,0.0065269811999044
MEAS_R000043,43,20260523,38.1017817106226,38.42805913028835,38.42805913028835,38.4280591302883,-4.973799150320701e-14,-0.0063324181264548
MEAS_R000044,44,20260903,38.2204883672667,38.43534321650056,38.43534321650056,38.43534321650059,2.842170943040401e-14,0.0046277588872527
MEAS_R000045,45,20260701,38.1702175613942,38.56276610811963,38.56276610811963,38.562766108119604,-2.842170943040401e-14,-0.0038375978524669
MEAS_R000046,46,20260811,38.4654026640472,38.345999580330215,38.345999580330215,38.345999580330194,-2.1316282072803006e-14,-0.000826396877585
MEAS_R000047,47,20260811,38.4535746731955,38.3186189388211,38.3186189388211,38.31861893882109,-1.4210854715202004e-14,0.0016377937355045
MEAS_R000048,48,20260523,38.0997306973178,38.45744118965826,38.45744118965826,38.457441189658304,4.263256414560601e-14,-0.0054916464435379
MEAS_R000049,49,20260701,38.0452185120768,38.32583044181863,38.32583044181863,38.3258304418186,-2.842170943040401e-14,0.0009802471379316
MEAS_R000050,50,20260811,38.1209635639226,38.16337994336986,38.16337994336986,38.16337994336991,4.973799150320701e-14,0.0005051694359607
MEAS_R000051,51,20260811,38.0908536669428,38.21336837808966,38.21336837808966,38.213368378089704,4.263256414560601e-14,-0.0153710638499405
MEAS_R000052,52,20260523,38.1886130938869,38.172612603332055,38.172612603332055,38.1726126033321,4.263256414560601e-14,-0.0015533758691432
MEAS_R000053,53,20260607,38.3900342337846,38.19855093859638,38.19855093859638,38.198550938596405,2.842170943040401e-14,0.0322187226346742
MEAS_R000054,54,20260701,38.1305622570152,38.20459339238616,38.20459339238616,38.2045933923862,4.263256414560601e-14,0.0004360408323549
MEAS_R000055,55,20260701,38.4846499553036,38.17875770373334,38.17875770373334,38.178757703733304,-3.552713678800501e-14,0.0140405734865396
MEAS_R000056,56,20260903,38.5196987687934,38.17825164593397,38.17825164593397,38.17825164593399,2.1316282072803006e-14,-0.000151234553428
MEAS_R000057,57,20260523,38.4513389814063,38.370069073889056,38.370069073889056,38.3700690738891,4.263256414560601e-14,-0.0014737279595422
MEAS_R000058,58,20260903,38.4537358899303,38.26085083510176,38.26085083510176,38.2608508351018,3.552713678800501e-14,0.0013071892868552
MEAS_R000059,59,20260523,38.1092507898175,38.25241565769213,38.25241565769213,38.252415657692104,-2.842170943040401e-14,-0.0031639466552704
MEAS_R000060,60,20260523,38.0811027659543,38.19551840281464,38.19551840281464,38.19551840281459,-4.973799150320701e-14,-0.005516282292362
MEAS_R000061,61,20260523,38.1105420306569,38.93581047896491,38.93581047896491,38.9358104789649,-7.105427357601002e-15,0.0030414673449072
MEAS_R000062,62,20260523,38.1286039696845,38.87554600714214,38.87554600714214,38.8755460071421,-4.263256414560601e-14,0.0003827526440431
MEAS_R000063,63,20260607,38.1233401078801,39.919430514499815,39.919430514499815,39.9194305144998,-1.4210854715202004e-14,0.0798113977827128
MEAS_R000064,64,20260811,38.4744445698183,38.66638088017872,38.66638088017872,38.6663808801787,-2.1316282072803006e-14,-0.0058099762845884
MEAS_R000065,65,20260811,38.0766496464094,38.69978099644637,38.69978099644637,38.6997809964464,2.842170943040401e-14,-0.0695939340687346
MEAS_R000066,66,20260523,38.4608238819035,38.67149809482635,38.67149809482635,38.671498094826305,-4.263256414560601e-14,-0.0016248753510552
MEAS_R000067,67,20260607,38.1151309097099,38.69323931396333,38.69323931396333,38.693239313963296,-3.552713678800501e-14,0.0075901439076346
MEAS_R000068,68,20260701,38.4699255392058,38.80733756477122,38.80733756477122,38.8073375647712,-1.4210854715202004e-14,-0.0195529719747825
MEAS_R000069,69,20260811,38.2833321813053,38.73774061794429,38.73774061794429,38.7377406179443,7.105427357601002e-15,0.0118628962512872
MEAS_R000070,70,20260701,38.0395284360951,38.95095026443894,38.95095026443894,38.950950264438895,-4.263256414560601e-14,-0.0511735333733654
MEAS_R000071,71,20260701,38.5221878248941,38.99044776009627,38.99044776009627,38.990447760096295,2.842170943040401e-14,0.0303469727974672
MEAS_R000072,72,20260607,38.4303498550259,38.98416579854637,38.98416579854637,38.9841657985464,2.842170943040401e-14,0.0215913488219712
MEAS_R000073,73,20260811,38.4757648371394,38.63323171753824,38.63323171753824,38.6332317175382,-3.552713678800501e-14,-0.0013596513175571
MEAS_R000074,74,20260701,38.1326797263972,38.6388147024368,38.6388147024368,38.638814702436804,7.105427357601002e-15,-0.0044722093131994
MEAS_R000075,75,20260523,38.1161090812865,38.58485454538234,38.58485454538234,38.584854545382306,-3.552713678800501e-14,0.0037276394382388
MEAS_R000076,76,20260811,38.0931190436812,38.7595483230013,38.7595483230013,38.759548323001304,7.105427357601002e-15,-0.0412997123984056
MEAS_R000077,77,20260811,38.2463765623645,38.763540433481225,38.763540433481225,38.763540433481204,-2.1316282072803006e-14,-0.0056268349925758
MEAS_R000078,78,20260701,38.0812987471777,38.67392221962339,38.67392221962339,38.6739222196234,7.105427357601002e-15,0.0063580232848892
MEAS_R000079,79,20260811,38.4732918895519,38.734075779691146,38.734075779691146,38.7340757796911,-4.263256414560601e-14,-0.0018881711753522
MEAS_R000080,80,20260701,38.1925987875979,38.6557088664675,38.6557088664675,38.655708866467506,7.105427357601002e-15,0.0009212838834002
MEAS_R000081,81,20260523,38.0896076287446,38.6344145942498,38.6344145942498,38.634414594249805,7.105427357601002e-15,-0.007626491454701
MEAS_R000082,82,20260523,38.4612032200604,38.56706193054092,38.56706193054092,38.567061930540895,-2.842170943040401e-14,0.0007730685135243
MEAS_R000083,83,20260903,38.5171838213293,38.55843806382964,38.55843806382964,38.5584380638296,-4.263256414560601e-14,0.0004038389003397
MEAS_R000084,84,20260701,38.144456284633,38.50469413472642,38.50469413472642,38.50469413472641,-1.4210854715202004e-14,0.0063745717252174
MEAS_R000085,85,20260701,38.0685818645477,38.44785529455858,38.44785529455858,38.447855294558615,3.552713678800501e-14,0.0028154407553771
MEAS_R000086,86,20260523,38.1203183367492,38.68907333177586,38.68907333177586,38.689073331775894,3.552713678800501e-14,0.0072023450739564
MEAS_R000087,87,20260903,38.5155284229641,38.8824102210488,38.8824102210488,38.8824102210488,0.0,-0.0011546577519041
MEAS_R000088,88,20260811,38.444118327955,38.65883484320667,38.65883484320667,38.6588348432067,2.842170943040401e-14,-0.0030745255552275
MEAS_R000089,89,20260811,38.4731406140361,38.422021963000645,38.422021963000645,38.42202196300059,-5.684341886080802e-14,0.0002674115445486
MEAS_R000090,90,20260903,38.514809573428,38.31777963133626,38.31777963133626,38.3177796313363,4.263256414560601e-14,-0.00331531279474
MEAS_R000091,91,20260607,38.21320159437,38.47284873307486,38.47284873307486,38.472848733074905,4.263256414560601e-14,0.01014014473256
MEAS_R000092,92,20260701,38.1938366130985,38.53649365696457,38.53649365696457,38.5364936569646,2.842170943040401e-14,0.0025986636510708
MEAS_R000093,93,20260701,38.4495013602531,38.43270307893928,38.43270307893928,38.432703078939305,2.842170943040401e-14,-0.0268274339470196
MEAS_R000094,94,20260903,38.1929417947824,38.51755239491003,38.51755239491003,38.51755239491,-2.842170943040401e-14,-0.0250328920957728
MEAS_R000095,95,20260607,38.0682697308172,38.48604966164369,38.48604966164369,38.48604966164369,0.0,0.0338685258820917
MEAS_R000096,96,20260811,38.0919210905993,38.37264100492538,38.37264100492538,38.372641004925406,2.842170943040401e-14,-0.0345083373081181
MEAS_R000097,97,20260811,38.259553710428,38.349995945455774,38.349995945455774,38.34999594545579,1.4210854715202004e-14,0.0044019637812766
MEAS_R000098,98,20260607,38.0850557608941,38.60778592700649,38.60778592700649,38.6077859270065,1.4210854715202004e-14,-0.0073328783907129
MEAS_R000099,99,20260701,38.4670745178324,38.428889802633776,38.428889802633776,38.428889802633805,2.842170943040401e-14,-0.0089161462621234
MEAS_R000100,100,20260903,38.5153661014819,38.44459143431168,38.44459143431168,38.4445914343117,1.4210854715202004e-14,-0.0028440286877256
MEAS_R000101,101,20260811,38.166493058439,38.45424391259132,38.45424391259132,38.4542439125913,-2.1316282072803006e-14,0.0371160983090206
MEAS_R000102,102,20260607,38.0984179062667,38.36318433144928,38.36318433144928,38.3631843314493,1.4210854715202004e-14,0.0001486053151751
MEAS_R000103,103,20260607,38.352301805939,38.33679545673239,38.33679545673239,38.336795456732396,7.105427357601002e-15,-0.0145916407844098
MEAS_R000104,104,20260607,38.0848077453059,38.22786300771914,38.22786300771914,38.2278630077191,-3.552713678800501e-14,0.0034592943108364
MEAS_R000105,105,20260903,38.5042797493113,38.32472031694071,38.32472031694071,38.324720316940706,-7.105427357601002e-15,-0.014442971459296
MEAS_R000106,106,20260701,38.4820223328627,38.1043841766802,38.1043841766802,38.104384176680185,-1.4210854715202004e-14,0.0096763668893018
MEAS_R000107,107,20260523,38.4527298498402,38.07633875932123,38.07633875932123,38.0763387593212,-2.842170943040401e-14,-0.0004112694338687
MEAS_R000108,108,20260607,38.1542165584827,38.17166639568383,38.17166639568383,38.17166639568381,-2.1316282072803006e-14,-0.0082298224355739
MEAS_R000109,109,20260523,38.1985901902926,38.13325831082927,38.13325831082927,38.1332583108293,2.842170943040401e-14,-0.0077339392948303
MEAS_R000110,110,20260701,38.1188734828271,38.15475444500058,38.15475444500058,38.1547544450006,2.1316282072803006e-14,0.0093905014556767
MEAS_R000111,111,20260811,38.2557248144495,38.1147753458541,38.1147753458541,38.11477534585409,-7.105427357601002e-15,0.0166380766467995
MEAS_R000112,112,20260811,38.4332137202435,38.43920586951219,38.43920586951219,38.43920586951221,1.4210854715202004e-14,-0.0075847358764065
MEAS_R000113,113,20260811,38.4293141007946,38.45389509373629,38.45389509373629,38.4538950937363,7.105427357601002e-15,-0.0109995284269075
MEAS_R000114,114,20260607,38.0662273822845,38.374086271061294,38.374086271061294,38.374086271061316,2.1316282072803006e-14,0.0266498043572909
MEAS_R000115,115,20260903,38.0348335063033,38.57597676179018,38.57597676179018,38.5759767617902,2.1316282072803006e-14,0.0035850915836803
MEAS_R000116,116,20260607,38.2198058774554,38.994140447269245,38.994140447269245,38.9941404472692,-4.263256414560601e-14,0.0007049222556432
MEAS_R000117,117,20260523,38.2374261352932,39.16966388038293,39.16966388038293,39.1696638803829,-2.842170943040401e-14,0.0122480680733261
MEAS_R000118,118,20260811,38.1127151627114,38.80622540911842,38.80622540911842,38.8062254091184,-2.1316282072803006e-14,-0.0154839268614779
MEAS_R000119,119,20260701,38.0495621635012,38.90863413744387,38.90863413744387,38.9086341374439,2.842170943040401e-14,-0.0288218867240317
MEAS_R000120,120,20260811,38.1278106859911,38.93924676698183,38.93924676698183,38.9392467669818,-2.842170943040401e-14,-0.0151242693175746
MEAS_R000121,121,20260607,38.1162821475798,38.921226270008844,38.921226270008844,38.9212262700088,-4.263256414560601e-14,0.0066384685026434
MEAS_R000122,122,20260811,38.4789125178322,38.92602258249424,38.92602258249424,38.9260225824942,-4.263256414560601e-14,-0.0007022196648662
MEAS_R000123,123,20260811,38.4785913890415,38.953036099359295,38.953036099359295,38.95303609935931,1.4210854715202004e-14,-0.0008196355299077
MEAS_R000124,124,20260903,38.0304946275172,38.91913710434464,38.91913710434464,38.91913710434459,-4.973799150320701e-14,-0.0013543216422675
MEAS_R000125,125,20260523,38.1310749512841,38.92724126909148,38.92724126909148,38.92724126909149,7.105427357601002e-15,0.0091618449847814
MEAS_R000126,126,20260903,38.5205458298181,39.23011069601368,39.23011069601368,39.23011069601369,7.105427357601002e-15,0.0050031864259736
MEAS_R000127,127,20260523,38.135091333859,39.04730436558757,39.04730436558757,39.04730436558761,3.552713678800501e-14,-0.0022621298532286
MEAS_R000128,128,20260607,38.0920864421159,39.084395173839376,39.084395173839376,39.0843951738394,2.1316282072803006e-14,0.0510899370186735
MEAS_R000129,129,20260607,38.2242256110229,39.13139197864812,39.13139197864812,39.1313919786481,-2.1316282072803006e-14,0.0635568276266198
MEAS_R000130,130,20260811,38.1253281324086,38.23450038897976,38.23450038897976,38.234500388979804,4.263256414560601e-14,0.0147608110703601
MEAS_R000131,131,20260811,38.103406875727,38.09940857770664,38.09940857770664,38.099408577706605,-3.552713678800501e-14,0.0070491369241381
MEAS_R000132,132,20260523,38.1088524207346,38.125311975106186,38.125311975106186,38.12531197510619,7.105427357601002e-15,0.0044395165174862
MEAS_R000133,133,20260811,38.0971024629911,38.08073416569751,38.08073416569751,38.0807341656975,-7.105427357601002e-15,-0.0001424348291934
MEAS_R000134,134,20260607,38.082424064255,38.12271842629136,38.12271842629136,38.1227184262914,4.263256414560601e-14,0.0033984517083567
MEAS_R000135,135,20260523,38.092079387578,38.32401753785025,38.32401753785025,38.32401753785031,5.684341886080802e-14,0.0098502160010554
MEAS_R000136,136,20260607,38.1292453775536,38.19835703158087,38.19835703158087,38.1983570315809,2.842170943040401e-14,0.0096029666757715
MEAS_R000137,137,20260811,38.4653257184317,38.4117574320878,38.4117574320878,38.411757432087796,-7.105427357601002e-15,-0.0002088413504068
MEAS_R000138,138,20260523,38.0922091857749,38.40348456843965,38.40348456843965,38.4034845684396,-4.973799150320701e-14,0.0070362713060419
MEAS_R000139,139,20260607,37.9928304559386,37.81600364140706,37.81600364140706,37.81600364140711,4.973799150320701e-14,-0.0169721576027442
MEAS_R000140,140,20260523,38.1764376783646,37.61415823078586,37.61415823078586,37.614158230785904,4.263256414560601e-14,-0.0021731013699408
MEAS_R000141,141,20260903,38.6573369731532,37.57004035585347,37.57004035585347,37.57004035585351,3.552713678800501e-14,-0.0014897655835284
MEAS_R000142,142,20260523,38.1003780492087,37.65194033105964,37.65194033105964,37.6519403310596,-4.263256414560601e-14,0.0082368996009449
MEAS_R000143,143,20260523,38.0653371735668,37.62034570034517,37.62034570034517,37.620345700345204,3.552713678800501e-14,-0.0011902500763341
MEAS_R000144,144,20260523,38.17226046199,37.580196878709,37.580196878709,37.580196878708996,-7.105427357601002e-15,-0.0045090355712034
MEAS_R000145,145,20260811,38.4549795115026,37.66161835430108,37.66161835430108,37.661618354301105,2.1316282072803006e-14,-0.001053913187917
MEAS_R000146,146,20260701,38.1583272437707,37.5908823678578,37.5908823678578,37.5908823678578,0.0,0.002302705764599
MEAS_R000147,147,20260811,38.0964014885201,37.55466557646991,37.55466557646991,37.554665576469894,-1.4210854715202004e-14,0.0015016449390117
MEAS_R000148,148,20260701,38.1589734326092,37.80268754600943,37.80268754600943,37.8026875460094,-2.842170943040401e-14,0.003046941334027
MEAS_R000149,149,20260811,38.2088176581465,37.719054006873,37.719054006873,37.719054006872994,-7.105427357601002e-15,-0.0035062427618015
MEAS_R000150,150,20260523,38.0778804324857,37.7063816846527,37.7063816846527,37.7063816846527,0.0,-0.0025563466137015
MEAS_R000151,151,20260607,38.1788156494902,40.26257501351625,40.26257501351625,40.262575013516205,-4.263256414560601e-14,-0.0009325909031545
MEAS_R000152,152,20260523,38.1202174495875,40.16489906790218,40.16489906790218,40.1648990679022,2.1316282072803006e-14,-0.0008268013378156
MEAS_R000153,153,20260903,38.5132677501754,40.16903434317023,40.16903434317023,40.1690343431702,-2.842170943040401e-14,0.0001367158937242
MEAS_R000154,154,20260701,38.1894140491912,40.187990029465695,40.187990029465695,40.187990029465695,0.0,-0.0057361707913017
MEAS_R000155,155,20260523,38.2290204831419,39.85413892185714,39.85413892185714,39.85413892185711,-3.552713678800501e-14,0.0376687247283414
MEAS_R000156,156,20260523,38.1555224996222,40.23185814668927,40.23185814668927,40.23185814668929,2.1316282072803006e-14,0.0030097588853692
MEAS_R000157,157,20260607,38.1508246081781,40.09057422856595,40.09057422856595,40.090574228565906,-4.263256414560601e-14,-0.0043507658593497
MEAS_R000158,158,20260523,38.4612084110981,40.216494608642655,40.216494608642655,40.2164946086427,4.263256414560601e-14,0.0002082118209543
MEAS_R000159,159,20260811,38.2926263044288,40.070018273812494,40.070018273812494,40.070018273812494,0.0,0.0346328676501955
MEAS_R000160,160,20260811,38.1409797524653,40.12988398658676,40.12988398658676,40.1298839865867,-6.394884621840902e-14,0.0134001173542515
MEAS_R000161,161,20260811,38.1361072512515,40.25629255445597,40.25629255445597,40.256292554455996,2.842170943040401e-14,0.005433915936166
MEAS_R000162,162,20260903,38.0321219147366,40.28737176282005,40.28737176282005,40.28737176281999,-6.394884621840902e-14,-0.0002983444863531
MEAS_R000163,163,20260811,38.3191916015866,40.306765214885054,40.306765214885054,40.306765214885104,4.973799150320701e-14,0.0003398024486571
MEAS_R000164,164,20260701,38.4663835063564,38.34829996971686,38.34829996971686,38.34829996971689,2.842170943040401e-14,-0.0020864098638355
MEAS_R000165,165,20260523,38.0807322518932,38.20697429992499,38.20697429992499,38.206974299925,1.4210854715202004e-14,0.0003558180083871
MEAS_R000166,166,20260607,38.3563941193888,38.11667994782451,38.11667994782451,38.1166799478245,-7.105427357601002e-15,0.0002435070788067
MEAS_R000167,167,20260811,38.4655216986904,38.11657593059765,38.11657593059765,38.11657593059769,4.263256414560601e-14,8.49243250513609e-05
MEAS_R000168,168,20260701,38.0439893007731,38.1441347730041,38.1441347730041,38.1441347730041,0.0,0.0032621045577983
MEAS_R000169,169,20260811,38.439766827666,38.13263091588776,38.13263091588776,38.1326309158878,4.263256414560601e-14,0.0027808647339568
MEAS_R000170,170,20260903,38.6421216310027,38.12725914688117,38.12725914688117,38.1272591468812,2.842170943040401e-14,-0.0001425485476289
MEAS_R000171,171,20260523,38.1102992872097,38.17575348820145,38.17575348820145,38.1757534882014,-4.973799150320701e-14,0.0012623644116516
MEAS_R000172,172,20260701,38.113730835025,38.18007928460969,38.18007928460969,38.1800792846097,7.105427357601002e-15,-0.0043290138806071
MEAS_R000173,173,20260903,38.6334654547904,38.21207362768904,38.21207362768904,38.21207362768899,-4.973799150320701e-14,-0.0021857489595547
MEAS_R000174,174,20260607,38.0831780308735,38.28543378610041,38.28543378610041,38.2854337861004,-1.4210854715202004e-14,-0.0001723000944906
MEAS_R000175,175,20260523,38.0823836459834,38.18401196052071,38.18401196052071,38.1840119605207,-7.105427357601002e-15,0.0004619893561041
MEAS_R000176,176,20260811,38.5643054067429,39.97001328885465,39.97001328885465,39.9700132888547,4.973799150320701e-14,0.0025651658292531
MEAS_R000177,177,20260523,38.3517420331354,40.0979315357637,40.0979315357637,40.097931535763706,7.105427357601002e-15,-0.0002773092328993
MEAS_R000178,178,20260523,38.2441731376191,40.24505025197847,40.24505025197847,40.245050251978505,3.552713678800501e-14,0.0016734755289675
MEAS_R000179,179,20260811,38.2060642760628,40.23115125278594,40.23115125278594,40.23115125278591,-3.552713678800501e-14,-0.0527769821752599
MEAS_R000180,180,20260607,38.3595772199973,40.2310464269987,40.2310464269987,40.231046426998695,-7.105427357601002e-15,0.0449364288795024
MEAS_R000181,181,20260903,38.042656175138,40.21752952181606,40.21752952181606,40.2175295218161,3.552713678800501e-14,0.0006397594930618
MEAS_R000182,182,20260701,38.5520295368404,40.13654929957802,40.13654929957802,40.136549299578014,-7.105427357601002e-15,-0.0048677603349816
MEAS_R000183,183,20260811,38.4092746689968,40.109798620563296,40.109798620563296,40.109798620563296,0.0,0.0023302994289977
MEAS_R000184,184,20260607,38.2683822704708,40.12705085606956,40.12705085606956,40.1270508560696,4.263256414560601e-14,0.000903489601356
MEAS_R000185,185,20260523,38.3509495555009,40.09283456282336,40.09283456282336,40.0928345628234,3.552713678800501e-14,-0.0070524985558435
MEAS_R000186,186,20260523,38.1728365045983,40.15296876186318,40.15296876186318,40.15296876186319,1.4210854715202004e-14,-0.0035314008226237
MEAS_R000187,187,20260607,38.6226790924593,40.15675418447479,40.15675418447479,40.1567541844748,7.105427357601002e-15,0.0464072905462913
MEAS_R000188,188,20260903,38.289794693185,40.00268270074507,40.00268270074507,40.0026827007451,2.842170943040401e-14,-0.0061271070883322
MEAS_R000189,189,20260701,38.5851721863563,40.14459603841316,40.14459603841316,40.1445960384132,3.552713678800501e-14,0.0255955879785574
MEAS_R000190,190,20260523,38.2086838145968,38.80875806843834,38.80875806843834,38.8087580684383,-3.552713678800501e-14,-0.0073459103950597
MEAS_R000191,191,20260607,38.1536942190773,38.78721125879037,38.78721125879037,38.78721125879041,3.552713678800501e-14,0.0083707816425615
MEAS_R000192,192,20260607,38.1014195772462,38.812263217246326,38.812263217246326,38.8122632172463,-2.842170943040401e-14,-0.0022301260025727
MEAS_R000193,193,20260523,38.0988004297921,38.78816464952538,38.78816464952538,38.78816464952539,1.4210854715202004e-14,-0.0014624753724206
MEAS_R000194,194,20260903,38.4409754935814,38.75857094971322,38.75857094971322,38.758570949713196,-2.1316282072803006e-14,-0.0018444160760822
MEAS_R000195,195,20260811,38.1071097279044,38.7669101220045,38.7669101220045,38.766910122004504,7.105427357601002e-15,-0.0298549860311965
MEAS_R000196,196,20260701,38.142595615717,38.76862085423866,38.76862085423866,38.7686208542387,3.552713678800501e-14,-0.0007032393554382
MEAS_R000197,197,20260523,38.117473539346,38.75602854433555,38.75602854433555,38.7560285443356,4.973799150320701e-14,-0.0023635409732492
MEAS_R000198,198,20260523,38.2276797010695,38.78319353051002,38.78319353051002,38.78319353050999,-2.842170943040401e-14,0.0012300281001174
MEAS_R000199,199,20260523,38.0997399695053,38.79232473380617,38.79232473380617,38.7923247338062,2.842170943040401e-14,-0.004152466816528
MEAS_R000200,200,20260701,38.1951196183467,38.75370817500504,38.75370817500504,38.753708175005,-3.552713678800501e-14,-0.0012037980131651
MEAS_R000201,201,20260523,38.1027754050807,38.762340538286495,38.762340538286495,38.7623405382865,7.105427357601002e-15,0.0004189947129944
MEAS_R000202,202,20260607,38.5101294450829,39.382603763414345,39.382603763414345,39.38260376341431,-3.552713678800501e-14,0.018928305088842
MEAS_R000203,203,20260523,38.4862896354826,39.360184740985765,39.360184740985765,39.36018474098579,2.1316282072803006e-14,0.0002465361630683
MEAS_R000204,204,20260523,38.4865989714701,39.36315615092318,39.36315615092318,39.3631561509232,2.1316282072803006e-14,0.0023485243235796
